time,cov,vul_count,llm_time,in_token_1,in_token_2,in_token_3,in_token_4,out_token_1,out_token_2,out_token_3,out_token_4,model,temperature,mode,num_candi,candi_percentage,contract
155.70593881607056,96.09%,1,14.627405643463135,1456,2295,3012,0,355,362,167,0,llama,0.0,gen,10,-1,HoloToken
25.955670595169067,99.79%,2,4.563780784606934,510,0,0,0,298,0,0,0,llama,0.0,gen,10,-1,Crowdsale
2075.8588223457336,89.89%,0,37.59467053413391,2477,3764,5112,0,469,490,544,0,llama,0.0,gen,10,-1,USMT
180.7732617855072,99.72%,1,16.268703937530518,1456,2917,3650,0,354,373,227,0,llama,0.0,gen_sel,10,-1,HoloToken
28.0697762966156,99.79%,2,4.976852178573608,510,0,0,0,338,0,0,0,llama,0.0,gen_sel,10,-1,Crowdsale
2806.2963473796844,90.92%,0,47.54821515083313,2477,4833,6241,0,539,609,660,0,llama,0.0,gen_sel,10,-1,USMT
175.61923837661743,90.21%,1,17.03157925605774,1456,2273,3063,0,371,316,312,0,llama,0.2,gen,10,-1,HoloToken
27.572916269302368,99.79%,2,4.773804426193237,510,0,0,0,293,0,0,0,llama,0.2,gen,10,-1,Crowdsale
1857.9810073375702,87.78%,0,58.379388093948364,2477,3814,5246,0,519,586,711,0,llama,0.2,gen,10,-1,USMT
199.4289836883545,79.69%,1,30.537673234939575,1456,2912,3654,0,352,338,279,0,llama,0.2,gen_sel,10,-1,HoloToken
27.50327968597412,99.79%,2,4.770217418670654,510,0,0,0,293,0,0,0,llama,0.2,gen_sel,10,-1,Crowdsale
1359.0815806388855,89.16%,0,32.34572958946228,2477,4821,6232,0,511,612,643,0,llama,0.2,gen_sel,10,-1,USMT
134.02501106262207,76.16%,1,20.108636379241943,1456,2444,3323,0,504,415,319,0,llama,0.4,gen,10,-1,HoloToken
29.88429570198059,99.79%,2,5.985104322433472,510,0,0,0,398,0,0,0,llama,0.4,gen,10,-1,Crowdsale
1759.1174612045288,87.78%,0,22.815932750701904,2477,3692,4925,0,393,387,496,0,llama,0.4,gen,10,-1,USMT
201.17773032188416,99.62%,1,15.724949598312378,1456,2950,3600,0,388,302,232,0,llama,0.4,gen_sel,10,-1,HoloToken
25.133737564086914,99.16%,2,6.0085389614105225,510,0,0,0,407,0,0,0,llama,0.4,gen_sel,10,-1,Crowdsale
1361.123833656311,93.85%,0,24.838448524475098,2477,4784,5789,0,479,401,471,0,llama,0.4,gen_sel,10,-1,USMT
162.5582811832428,96.09%,1,14.05020546913147,1456,2336,2897,0,396,249,201,0,llama,0.6,gen,10,-1,HoloToken
27.331942081451416,99.79%,2,5.586365699768066,510,0,0,0,374,0,0,0,llama,0.6,gen,10,-1,Crowdsale
1682.5252838134766,87.78%,0,28.71541929244995,2477,3785,5371,0,490,766,372,0,llama,0.6,gen,10,-1,USMT
178.63671803474426,79.60%,1,15.330382585525513,1456,2943,3624,0,388,287,224,0,llama,0.6,gen_sel,10,-1,HoloToken
50.183478355407715,99.79%,2,12.396767616271973,510,1157,1661,0,302,266,225,0,llama,0.6,gen_sel,10,-1,Crowdsale
1498.942905664444,91.67%,1,24.456948280334473,2477,4693,5985,0,411,504,384,0,llama,0.6,gen_sel,10,-1,USMT
171.43529057502747,79.60%,1,17.700032234191895,1456,2306,3131,0,378,367,290,0,llama,0.8,gen,10,-1,HoloToken
36.25911855697632,81.51%,2,14.408554077148438,510,1224,1872,0,304,269,318,0,llama,0.8,gen,10,-1,Crowdsale
2082.5487236976624,87.78%,0,35.558714866638184,2477,3846,5339,0,551,641,815,0,llama,0.8,gen,10,-1,USMT
174.1172652244568,79.60%,1,16.56609797477722,1456,3052,3810,0,333,347,284,0,llama,0.8,gen_sel,10,-1,HoloToken
31.045076847076416,99.79%,2,11.125524044036865,510,1229,0,0,417,321,0,0,llama,0.8,gen_sel,10,-1,Crowdsale
1908.8123593330383,95.50%,1,22.549871921539307,2477,4739,5919,0,456,389,355,0,llama,0.8,gen_sel,10,-1,USMT
171.5100679397583,79.13%,1,20.946186065673828,1456,2410,3422,0,476,421,379,0,llama,1.0,gen,10,-1,HoloToken
39.15475392341614,81.51%,2,17.66053318977356,510,1162,1817,0,362,381,402,0,llama,1.0,gen,10,-1,Crowdsale
2158.2531797885895,91.93%,0,25.992358922958374,2477,3766,5034,0,471,440,550,0,llama,1.0,gen,10,-1,USMT
153.17113089561462,79.60%,1,14.306878805160522,1456,3086,3875,0,367,378,89,0,llama,1.0,gen_sel,10,-1,HoloToken
31.036216020584106,99.79%,2,10.976259231567383,510,1148,0,0,336,343,0,0,llama,1.0,gen_sel,10,-1,Crowdsale
1576.669142961502,87.78%,0,23.84837317466736,2477,4603,5721,0,333,421,526,0,llama,1.0,gen_sel,10,-1,USMT
